id,name,type,flags,description
8984,Shipwreck Strand Insight: Shoalstone,Default,['Permanent'],
8279,Everyone Loves Democracy,Default,['Permanent'],Journal: Strangers among Lands
237,Monthly WvW Player Kills,Default,['Monthly'],Enemy invader needs death badly.
8882,Freebooter Initiate,Default,['Permanent'],"""Heh... You made it through, too? Think this means we're freebooters now."" —Freebooter Initiate"
5744,League Participator—Conquest Season Twenty-Seven,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
5646,Daily Fireheart Rise Dragon Response Mission,Default,['Daily'],
2790,Snowball Mayhem Participant,Default,"['Pvp', 'Hidden', 'Repeatable', 'Permanent']",Your hands must be freezing by now.
6566,Case Closed,Default,['Permanent'],
4917,Swift Justice,Default,['Permanent'],Story Instance: Bad Blood
1239,Aftermath Aetherblade Executioner,Default,['Daily'],
5395,Special Mission: The Old Guard,Default,"['RequiresUnlock', 'Permanent']",
1054,Candy Craver VI,Default,['Daily'],
3732,Scourge Buster,Default,['Permanent'],
5872,(Bonus) Strike Back: Shiverpeaks Pass,Default,['Permanent'],
871,Super Adventure Secret,Default,"['Hidden', 'Permanent']","No wishes, but he has an offer to make."
5685,Race to the Skies,Default,['Daily'],
1579,Bandits' Bane,Default,"['Pvp', 'Permanent']",
2979,Daily Tier 1 Molten Boss,Default,['Daily'],
1270,Wintersday Skritt Hit II,Default,['Daily'],Give those stealers a snowball sandwich.
5459,Fractal Rush Community Goal: Tier 5,Default,['Permanent'],
1149,Fractal Fortnight: Cliffside,Default,['Permanent'],Off the chain.
1151,Fractal Fortnight: Molten Might,Default,['Permanent'],The Molten Alliance just lost its two heaviest hitters.
1221,Aftermath Toxic Consumer I,Default,['Daily'],
754,Crab Toss Champion,Default,"['Pvp', 'Permanent']",Win the Southsun Crab Toss.
4348,Door to the Past,Default,"['Hidden', 'Permanent']",Sun's Refuge has served all kinds of purposes over time.
1750,Alpha Crafter,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",
7068,Stay Hydrated,Default,"['Hidden', 'Permanent']",
7845,Skyscale Energizer,Default,"['Hidden', 'Permanent']",The more the better.
8628,Home Sweet Homestead: Domain of Vabbi,Default,"['RepairOnLogin', 'Permanent']","Ask yourself: ""Were all my actions today for the betterment of homesteads?"" If not, please report to the Mordant Crescent."
2284,A Royal Tradition,Default,"['Hidden', 'Permanent']",
3250,Honorary Krewe Member,Default,['Permanent'],You must be this smart to enter.
5032,Daily Raven Sanctum Blessing,Default,['Daily'],
5314,Special Mission: Recovery Operations,Default,"['RequiresUnlock', 'Permanent']",
5843,Maguuma Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
3878,Desert Highlands Insight: Brightwater Hollow,Default,['Permanent'],
898,Hunt the Dragon!,Default,['Permanent'],
3898,Walk the Land,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",<c=@Flavor>Dynastic funeral rites often began with participants traveling the breadth of the kingdom to pay their respects.</c>
343,Kill the Hydra Queen,Default,['Permanent'],It's a metaphor.
8358,Something Fishy,Default,['Permanent'],Become one with the fish.
2288,Nevermore II: Ravenswood Staff,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","Your first attempt at crafting the legendary precursor The Raven Staff has been modestly successful but has not yet yielded the weapon you ultimately desire. This journey has only just begun. Find a teacher, research your procedures, and hone your skills before you try a second time."
7133,Crystal Oasis Rift Hunting,Default,['Permanent'],
4113,Daily Sandswept Isles Inquest Slayer,Default,['Daily'],
2233,Chak Egg Scrambler,Default,['Permanent'],This is sure to egg the chak on!
5561,Tengu Global Ranks,Default,['Permanent'],
8860,Skimmer-Net Scramble: Gold,Default,['Permanent'],"""Bark! Bark! Bark!"" —Shadow"
2740,"Beginning ""The Ascension"" Journey",Default,"['IgnoreNearlyComplete', 'Pvp', 'MoveToTop', 'Permanent']",Play in ranked matches to advance achievements.
866,Academic,Default,['Permanent'],You are Moto's star pupil.
2305,Tangled Depths Insight: Order of Whispers Outpost,Default,['Permanent'],
8197,"Salmon, Run!",Default,['Permanent'],Walk a mile in the fishes' fins.
7660,Fireheart Rise Incursions,Default,['Weekly'],
1766,Beaten Bloody,Default,"['Hidden', 'Permanent']",
4839,Cheerful Ingester,Default,['Permanent'],
8591,Pro Scavenger,Default,['Permanent'],How did you even find all of this?
4485,Rolling Ace,Default,['Permanent'],"To finish first, you have to finish fast."
7244,Weaponmaster Training,Default,['Permanent'],"Weaponmasters are free to wield any weapon they have learned to use, regardless of their current elite specialization."
2202,Karka Queen Killer,Default,['Permanent'],"<c=@flavor>""Adult—karka—possess—surprising—tactical—awareness—in—combat. Their—saliva—hardens—into—an—exceptionally—tough—substance, used—for—nest—construction—and—personal—defense..""<br>—LOR-748 Field Reporter</c>"
5851,Peer Review,Default,['Permanent'],
850,Daily Scarlet Scrambler,Default,['Daily'],
770,Pavilion Party-Goer,Default,['Permanent'],
6555,League Participator—Conquest Season Thirty-Two,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
6339,Avid Ring of Fire Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
1879,Daily Ship of Sorrows Minidungeon,Default,['Daily'],
2727,League Thief—Recruit,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",Completing this achievement advances the League Professional—Recruit achievement.
6730,Decade of Adventure: Shiverpeaks,Default,['Permanent'],
2673,Wings of Glory—Elite,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",Completing this achievement awards an item for Path of the Ascension IV: Hymn of Glory.
452,Daily Puzzle Jumper,Default,"['Pvp', 'Daily']",Graduating from walking puzzles.
2270,Howler I: The Experimental Warhorn,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","You hear their cries on the wind in the mountain valleys and the far places of the world. They are the wolves, fierce as individuals, and united as a pack. Consider their combined power as you channel the wolf's hunting spirit in your initial steps to attack the legendary precursor, Howl."
9070,No Witnesses,Default,['Permanent'],Journal: Beneath the Canopy
8246,Avid Janthir Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
5157,PvP League Completionist,Default,"['IgnoreNearlyComplete', 'Pvp', 'CategoryDisplay', 'Repeatable', 'Permanent']",
7779,Converge the Creator,Default,"['Hidden', 'Permanent']","There is no ""i"" in team, but there's an ""a"" in team, and two in ArenaNet."
3010,Traverse the Twisted Castle,Default,['Permanent'],
6151,Honorary Plumber,Default,['Permanent'],
5833,Ore Miner: Ember Bay,Default,['Permanent'],
621,Crabtacular!,Default,"['Pvp', 'Permanent']",Be the last player standing while holding the crab in the Southsun Crab Toss.
2622,Saving the City of Gold,Default,['Permanent'],Help save the great city of Tarir by fending off invading Mordrem.
7045,Amnytas Insight: Caveside Lookout,Default,['Permanent'],
3152,Burden of Choice,Default,"['Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
6343,Supernaturally Sneaky,Default,['Permanent'],
7786,Double-Time,Default,['Permanent'],Journal: Forced Hand
429,Cold-Weather Friend,Default,['Permanent'],Remember the carrot and top hat.
8127,Daily Ember Bay,Default,['Daily'],
2922,Daily Adventure: Haywire Punch-o-Matic Battle,Default,"['Pvp', 'Daily']",
35,Flame Legion's Bane,Default,['Permanent'],"Smoke out Baelfire's minions, and show them what real power looks like."
906,Flawless Defense,Default,['Permanent'],
2263,Egg Bearer,Default,['Permanent'],Get to the top of the inner chamber in Tarir.
1514,Putting Out the Fire,Default,"['Pvp', 'Permanent']",Mission: The Battle for Lion's Arch
1037,Jumping Mad IV,Default,"['Pvp', 'Daily']",
4320,Darkness Illuminator,Default,['Permanent'],
6329,The System Is Down,Default,['Permanent'],
5397,Special Mission: Decimate Their Ranks,Default,"['RequiresUnlock', 'Permanent']",
7024,Keep It Up,Default,['Permanent'],"Do the wizards have to endure this, too?"
3833,Descension,Default,['Permanent'],"For many Ascension seekers, the end of their journey was not what they expected."
459,Daily Activity Participation,Default,"['Pvp', 'Daily']",Get those bodies moving.
5477,Daily Crystal Bloom Special,Default,['Daily'],
8917,Ancient Investigator,Default,['Permanent'],
4465,Rolling Ace: Tropic Valley Raceway,Default,['Permanent'],
6878,Aurene's Facet of Life,ItemSet,"['Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']",
3691,The Desolation Champion Bounties,Default,['Permanent'],
552,"Associate of Secrets, World 1",Default,['Permanent'],Even the one in the...
3856,Open Skies: The Desolation,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
557,"Bachelor of Baubles, World 1",Default,['Permanent'],Bubbles and bubbles of baubles.
7666,Secrets of the Obscure: Through the Veil Mastery,Default,"['RepairOnLogin', 'CategoryDisplay', 'Permanent']",
2543,Ongoing Defense,Default,['Permanent'],Job's not done yet...
2342,Mushroom Power,Default,['Permanent'],Somebody's got to do it.
6157,Red Crane Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
4711,Skyscale of Growth,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
4608,Chasing Tales: Feed the Pyre,Default,"['Hidden', 'Permanent']",There's always fuel to be found.
4525,Thunderhead Peaks Insight: Brechnar's Gauntlet,Default,['Permanent'],
5039,Give In,Default,"['Hidden', 'Permanent']","As Pact commander, your trials are unending. It's time to let them go. Just lie down, and everything will be okay. Rest."
6490,Mech Behavior Analysis,Default,"['RepairOnLogin', 'RequiresUnlock', 'Permanent']",
1110,Tower Antitoxin Injector,Default,['Daily'],
1230,Aftermath Watchwork Dismantler,Default,['Daily'],
3850,Crystal Oasis Champion Bounties,Default,['Permanent'],
2531,Roots of Terror,Default,['Permanent'],Journal: Roots of Terror Completed
4034,Feasts on Beasts,Default,['Permanent'],
4216,[FTT 100] Intro to Field Tech Turret Dynamics,Default,['Permanent'],
7922,Reconquer the Crash Site Climb (Weekly),Default,['Permanent'],
8445,(Repeatable) Mount Balrior: Titan Tracker,Default,"['IgnoreNearlyComplete', 'Repeatable', 'Permanent']","""My maw's journeykin has an extra-good nose. It found my favorite toy when I lost it on the beach!"""
23,Bat Slayer,Default,['Permanent'],Consider these winged rats cut down.
8806,Eternal Alchemist,Default,"['Hidden', 'MoveToTop', 'Permanent']",Thank you for your purchase.
2547,Adept Tempest,Default,"['Pvp', 'Permanent']",
78,Branching Out,Default,['Permanent'],You made sure the dead stayed dead.
6379,New Kaineng Insight: South Old Kaineng Ruins,Default,['Permanent'],
8467,Prying in the Priory,Default,['Permanent'],Journal: Trial and Error
2641,Machined Pistol,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
5898,Inner Keep Rerunner,Default,['Permanent'],
5534,Emergency Dragon Responder: Metrica Province,Default,['Permanent'],
83,Savior of Tyria,Default,['Permanent'],You are counted among the great heroes of Tyria.
2258,Mistward Legguards,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
4042,Raze Joko!,Default,['Permanent'],It's not a tactical target...but important nonetheless.
65,Graduation Day,Default,['Permanent'],"Your brains and brawn were tested, and you stopped an Inquest plot."
5058,Bjora Marches Insight: Aberrant Forest,Default,['Permanent'],
5448,Expert Fractal Fighter,Default,['Weekly'],Skilled Skull Scrambler
6813,Aurene's Facet of Fire,ItemSet,"['Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']",
6434,Powered Up,Default,['Permanent'],
4366,Gotchu!,Default,"['Hidden', 'Permanent']","Wait, where'd you go?"
1131,Tower Antitoxin Injector,Default,['Permanent'],
8995,Hullgarden Renown Mastery,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']","Shipwrecked and far from home, the castaways find ways to survive and see another day."
8226,Twice Stricken,Default,['Permanent'],Journal: Twice Stricken
1890,Daily Branded Mine Jumping Puzzle,Default,"['Pvp', 'Daily']",
4012,Belligerent Brawl,Default,"['Hidden', 'Permanent']","Mehdi's Monstrous Grogs won't kill you, but they won't help."
547,Minor in Enhancement,Default,['Permanent'],Outfitted for many adventures.
7801,Defang the Fangs That Gnash,Default,['Permanent'],"""Another one of Eparch's pets?"" —Emund"
4603,Daily Thunderhead Peaks Renown Heart Completionist,Default,['Daily'],
1303,Boss Thumper I,Default,['Daily'],
1580,Boss Blitz,Default,['Permanent'],
7243,Gatherer of Essence,Default,['Permanent'],Journal: The Missing Facet
5488,Daily Icebrood Hunter,Default,['Daily'],
2620,Cobalt Wurmslayer,Default,['Permanent'],
4582,Chasing Tales: Reality Bender,Default,"['Hidden', 'Permanent']","""When I don't like something about the world, I change it."""
40,Krait Slayer,Default,['Permanent'],Make it safe to go back in the water.
6848,Memories of Water and Life,Default,"['Repeatable', 'Permanent']",
8302,Feeding the Sharks,Default,['Permanent'],They've got one heck of a bite.
4388,Stacking Swords and Shields,Default,['Permanent'],Stacks on stacks on stacks.
3317,Regrouping with the Queen,Default,['Permanent'],Journal: Regrouping with the Queen Completed
9088,Black Lion Stolen Goods Recovery—Basic,Default,"['IgnoreNearlyComplete', 'Permanent']",The Black Lion Trading Company needs your help collecting stolen goods!
2331,The Floor Is Lava?: Gold,Default,"['Pvp', 'Permanent']",
5838,Local Response: Silverwastes 1,Default,['Permanent'],
3322,Paying Respects,Default,"['Hidden', 'Permanent']",
7831,Secrets of the Obscure: The Realm of Dreams Mastery,Default,"['RepairOnLogin', 'CategoryDisplay', 'Permanent']",
5661,Rallying the Skritt,Default,['Permanent'],
7952,Darkhaven Veteran,Default,"['Pvp', 'Hidden', 'Permanent']",Days gone by...
8166,Woad Armor Collector,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",Shrouded by the strength of the wilds.
4707,Skyscale Scales,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
9139,Raid Bounty: Fraenir of Jormag,Default,['Daily'],
9098,"Gnashbash ""Birthday"" Celebration: Checking In",Default,['Permanent'],
2595,Tamer of Wyverns,Default,['Permanent'],That's a meaty task...
6865,Hunger Manifest,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
7075,Skywatch Archipelago Incursions,Default,['Weekly'],
3483,Daily Siren's Landing: Unbound Magic Collector,Default,['Daily'],It's yours for the taking!
3565,Guided Remembrance,Default,"['RequiresUnlock', 'Permanent']","Story Instance: ""The Way Forward"""
4469,Rolling Racer: Lakeside Loop,Default,['Permanent'],
5648,Daily: Kodan Donations,Default,['Daily'],
981,Camp Crusher,Default,['Permanent'],
2126,Troll's Revenge,Default,['Permanent'],Discover the hidden route to the troll's farm.
4049,Winter Wonderland Mastery,Default,"['Pvp', 'Repeatable', 'Permanent']",Stepping on snowflakes.
1352,Boss Thumper XXIII,Default,['Daily'],
6107,"Read ""The Secret of the Vault""",Default,['Permanent'],
5168,League Participator—2v2 Season One,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
7953,Whiteside Ridge Veteran,Default,"['Pvp', 'Hidden', 'Permanent']",Days gone by...
1114,Tower Watchwork Dismantler,Default,['Daily'],
2558,Flying Circus: Silver,Default,"['Pvp', 'Permanent']",
2991,Daily Tier 2 Thaumanova Reactor,Default,['Daily'],
4862,(Annual) Pirate Purger,Default,"['Pvp', 'Permanent']",
3470,The Last Chance,Default,['Permanent'],Journal: The Last Chance Completed
4427,Finders Inner Keepers,Default,['Permanent'],Archon Iberu's ill-gotten gains are a matter of legend.
6005,Return to the Domain of Kourna,Default,"['Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
6007,Return to Cave of the Sunspear Champion,Default,['Permanent'],
5936,Crop Harvester: Bjora Marches,Default,['Permanent'],
6501,Daily Ascalon Fisher,Default,['Daily'],Fueling the engines of the economy.
8077,Convergence Challenge Mode—Sorrow: Gold,Default,['Permanent'],No more Sorrow tomorrow.
3899,War God's Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
2537,Avoid Traps,Default,['Permanent'],"Story Instance: ""Strange Observations"""
8203,Don't Drop That,Default,['Permanent'],Better in the trash than on the floor.
8379,Adventurous Spirit: Sandswept Isles (Weekly),Default,['Permanent'],
8229,Event Collection: Southeast Janthir Syntri,Default,['Permanent'],
4260,Daily Kourna: Bug Squasher,Default,['Daily'],
8316,Lowland Shore Rift Hunting,Default,['Permanent'],
6421,Sticky Fingers,Default,['Permanent'],
5367,Steamy Selection,Default,['Permanent'],
4376,The Convergence of Sorrow I: Elegy,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",<c=@Flavor>It can take a lifetime to learn how to live.</c>
5990,Parallel Analysis,Default,['Permanent'],
7141,Skyscale Medicine Masker,Default,"['RequiresUnlock', 'Permanent']",
167,Keg Recoveries,Default,"['Pvp', 'Permanent']",Recover your team's fumbled kegs.
2893,Daily Ascalonian Catacombs,Default,['Daily'],
5170,League Conqueror—Conquest Season Twenty-One,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
5962,Revenge of the Flame Effigy,Default,['Permanent'],
1401,Fort Marriner Fighter,Default,"['Pvp', 'Permanent']",Mission: The Battle for Lion's Arch
6966,Amnytas Insight: The Debate Hall,Default,['Permanent'],
9001,Dog Trainer,Default,['Permanent'],Sit... Sit... Good girl!
7956,Drakkar Lake Veteran,Default,"['Pvp', 'Hidden', 'Permanent']",Days gone by...
5069,Rimed Verdant Weapons,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",
6452,Speakers Saboteur,Default,['Permanent'],
1052,Pumpkin Hacker VI,Default,['Daily'],
863,Minor in Achievement,Default,"['CategoryDisplay', 'Permanent']",...And complete a senior capstone project on bauble theory.
2165,Raised the Bar,Default,['Permanent'],Don't be so insecure.
4772,Meta-Event Community Goal: Tier 5,Default,['Permanent'],
5276,Daily Drizzlewood Coast Device Repairer,Default,['Daily'],
586,Challenger of the Arena,Default,"['Pvp', 'Permanent']",
766,Balloon Tower Tourist,Default,['Permanent'],
1065,Toxic Gardener,Default,['Daily'],Aid in the destruction of toxic offshoots.
7994,Piken Square Veteran,Default,"['Pvp', 'Hidden', 'Permanent']",Days gone by...
8173,Life in the Lowlands,Default,['Permanent'],Fascinating!
8803,Local Response: Amnytas,Default,['Permanent'],
2332,Machined Longbow,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
657,Dragon Ball Devotee,Default,"['Pvp', 'Permanent']",
4268,[FTT 405] Advanced Dynamics—Boon Wave 4,Default,"['RepairOnLogin', 'Permanent']",
7708,Inner Nayos Insight: Mourning's Shade,Default,['Permanent'],
1984,Daily Shiverpeaks Miner,Default,['Daily'],Fueling the engines of the economy.
2239,Daily Recommended Fractal—Scale 27,Default,['Daily'],
9008,Inquest Hologram,Default,['Permanent'],
6761,Kraitmare Averted,Default,['Permanent'],Story Instance: The Nightmare Unveiled
8376,Local Response: Domain of Vabbi,Default,['Permanent'],
6959,League Slayer—Conquest Season Thirty-Eight,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
2385,Master Daredevil,Default,"['Pvp', 'Permanent']",
8523,Adventurous Spirit: Flight of the Eagle Spirit (Weekly),Default,['Permanent'],
5452,Master Fractal Fighter,Default,['Weekly'],Premier Posterior Punter
6266,Dive Bar,Default,['Permanent'],Arrive in style.
6996,Tangled Depths Incursions,Default,['Weekly'],
240,Professional Assassin,Default,"['Pvp', 'Permanent']",It's on now!
1822,Tangled Paths,Default,"['MoveToTop', 'Permanent']","Journal: ""Tangled Paths"" Completed"
771,Opening Ceremony Attendee,Default,"['Hidden', 'Permanent']",
3173,Dive Master: Cold Feet,Default,['Permanent'],
5413,Skyscale Rider: Drizzlewood Coast,Default,['Permanent'],
5856,League Conqueror—Conquest Season Twenty-Eight,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
1138,Tower Hybrid Master,Default,['Permanent'],
8069,Big Mood,Default,['Permanent'],The smell of Zakiros alone is probably enough to cause despair.
7968,Event Collection: Citadel of Zakiros,Default,"['MoveToTop', 'Permanent']","Going down the spires, but hopefully not getting downed."
8761,Unknown Nightmares: Experiments in the Shadows,Default,"['Pvp', 'RepairOnLogin', 'Permanent']",
1983,Daily Shatterer,Default,['Daily'],
6256,Not-So-Peaceful Shrine,Default,"['Hidden', 'Permanent']","No, really, they'll get it next time!"
3779,Daily Desolation Bounty Hunter,Default,['Daily'],Here I come.
4298,High Stakes Gambler,Default,['Permanent'],
2591,Daily Recommended Fractal—Scale 39,Default,['Daily'],
3140,Colossal Defense,Default,"['Pvp', 'Permanent']",Relinquish nothing!
1940,Daily Caledon Forest Event Completer,Default,['Daily'],Scour the mountains.
1317,The Origins of Madness Completionist,Default,"['CategoryDisplay', 'Permanent']",
356,Rebel's Seclusion,Default,['Permanent'],"It isn't grave robbing if they fight back, right?"
2856,Color Guard,Default,['Daily'],
5710,Skritt Hot,Default,['Permanent'],
6677,Entering World vs. World,Default,['Permanent'],
7853,Itching for a Fight,Default,['Permanent'],
5795,Return to Shining Blade Headquarters,Default,['Permanent'],
357,Bad Neighborhood,Default,['Permanent'],Plug your nose and grab the goods.
5359,Beach Cleanup,Default,['Permanent'],Story Instance: Behind Enemy Lines
4261,Domain of Kourna Insight: Ntouka Pond,Default,['Permanent'],
5975,Return to Tracking the Scientist,Default,['Permanent'],
3793,Daily Crystal Oasis Event Completer,Default,['Daily'],Sift the sands.
3923,New Afterlife for Quaggan,Default,"['Repeatable', 'Permanent']",
8578,Mistburned Barrens Rift Hunting,Default,['Permanent'],
2454,Machined Rifle,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
3661,Daily Elon Riverlands Event Completer,Default,['Daily'],Go with the flow.
8066,Augury Rock Veteran,Default,"['Pvp', 'Hidden', 'Permanent']",Days gone by...
2556,HOPE III: Prototype,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","As the hylek are masters of alchemy, so too are the asura the wizards of technomagical research. They understand the forces in play in their Eternal Alchemy and how to apply them to the greater world. Uncover their secrets in your work to attain Prototype, the next step in your legendary journey for attaining HOPE."
1179,Toxic Alliance Slayer,Default,['Daily'],
1530,Seen Better Days,Default,['Daily'],
4615,Chasing Tales: Dinner Party,Default,"['Hidden', 'Permanent']","It's a party, and everyone's invited."
8966,Chromatic Resin Weapon Collector,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
5163,Just Getting Started,Default,['Permanent'],The journey has just begun.
3393,The Crimson Assassin,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",
5754,Return to No Refuge,Default,['Permanent'],
4849,Zhaitasty,Default,['Permanent'],
3744,Just a Sip,Default,['Permanent'],It isn't even that good...
5150,First Foods Crafted,Default,['Permanent'],Never go adventuring on an empty stomach.
6952,Silent Surf Fractal,Default,"['CategoryDisplay', 'MoveToTop', 'Permanent']",
1835,Go for the Gold,Default,['Permanent'],
8436,Foefire Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
478,Orrian Killer,Default,['Daily'],Dead again.
3143,Coliseum of Glory,Default,"['Pvp', 'CategoryDisplay', 'Permanent']",Lion or Dragon? Which will be victorious?
2753,Mystic Essence Collector—Champion,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",Completing this achievement awards an item for Path of the Ascension III: Monument of Legends.
5479,Daily Crystal Bloom Donations,Default,['Daily'],
4047,Toypocalypse Survivor,Default,"['Pvp', 'Repeatable', 'Permanent']",Toypocalypse Cancelled...again!
8359,Janthir Syntri Insight: Sulfurous Climb,Default,['Permanent'],
5599,Daily Thunderhead Keep Dragon Response Mission,Default,['Daily'],
713,Kites of the Night,Default,['Permanent'],
8220,Lowland Shore Insight: Waterfall Roost,Default,['Permanent'],
3093,Sensor Scouter—Southsun Cove,Default,['Permanent'],
671,Shipshape Cache,Default,['Permanent'],
8370,Local Response: Domain of Istan (Weekly),Default,['Permanent'],
3149,Mistlock Mountaineer,Default,['Permanent'],Scale the rocks to the tree-topped outcrop.
6892,League Participator—2v2 Season Nine,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
4790,Scholar of Ahdashim,Default,['Permanent'],"To achieve true understanding, one must seek knowledge from many sources."
1888,Daily Goemm's Lab Jumping Puzzle,Default,"['Pvp', 'Daily']",
7512,Dungeon Delver: Citadel of Flame,Default,['Permanent'],
4478,Daily Racer: Infernal Leap,Default,['Daily'],
7927,Legendary Illusionist,Default,"['Pvp', 'Permanent']",Your dominance is no illusion.
6212,Daily Echovald Wilds Event Completer,Default,['Daily'],Honor the empress.
486,Shiverpeaks Veteran Killer,Default,['Daily'],Smite them on the mountainside.
8804,Revenge of Nourys,Default,['Permanent'],
1152,Fractal Fortnight: Swampland,Default,['Permanent'],Shifting trees won't stop you. The Mossman will.
7840,Clear Skies,Default,['Permanent'],Journal: Eventide's March
1827,"""Seeds of Truth"" Mastery",Default,"['RepairOnLogin', 'CategoryDisplay', 'Permanent']",
4456,Powers of the Djinn,Default,"['Pvp', 'Permanent']",Gain Yasmi's power for yourself!
3371,Legacy of Death,Default,"['Pvp', 'Permanent']",Give no mercy.
2066,Dive Master: Drydock Scratch,Default,['Permanent'],
7067,Straits of Devastation Incursions,Default,['Weekly'],
5183,Visions of the Past: Retake Cragstead,Default,['Permanent'],"Having received no support from Rytlock or Eir, Braham enlists your help to retake his village from the Molten Alliance. [This mission is now playable in Living World Season 1: Episode 1]"
925,Pirate Booty,Default,['Permanent'],You are a true treasure hunter.
2845,Mineral Resource Extraction 201,Default,['Daily'],
4393,Pod Smasher,Default,['Permanent'],"Branded pods are not edible.

Story Instance: Legacy"
5966,Revenge of the Dragons,Default,['Permanent'],
4981,A Carved Path,Default,['Permanent'],
8108,Sunken Treasure Week: Kessex Hills,Default,['Permanent'],This chest can be reopened once per week or per completion of the Master Diver achievement.
149,Loreclaw Expanse,Default,['Permanent'],Discover the secrets of Loreclaw Expanse.
7230,Diving Goggles: Free Fall of New Kaineng,Default,['Permanent'],Fall down into the water while watching the downfall of New Kaineng.
13,Thirst Slayer,Default,['Permanent'],Continuing a valiant battle against dehydration.
3573,Desolation Insight: Sandfall Sanctum,Default,['Permanent'],
7216,Skywatch Archipelago Insight: Under the Dunes,Default,['Permanent'],
6982,Wizard's Tower: Skyscale Target Practice—Silver,Default,['Permanent'],
4270,Beetle Feed,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",The fastest way to a roller beetle's heart is through its proventriculus. —Gorrik
107,Trident Master,Default,['Permanent'],Undisputed master of the sea.
4378,In Tatters; Not Shattered,Default,['Permanent'],Story Instance: A Shattered Nation
3938,Mad Memories,Default,['Permanent'],
8059,Skyscale Target Practice in Amnytas: Master,Default,['Permanent'],This is the advanced course that Livia prepared you for when you defended those relics.
2280,The Predator III: The Hunter,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","One hunts by stealth and slyness, and one targets only the most valuable prey. Show your ability to stalk your prey and use the knowledge gained as you craft the legendary precursor The Hunter."
